/organization/state-development-infrastructure-and-planning,data.qld.gov.au,"1,155",611,00:02:33,0,0.00%,11.77%,A$0.00
/organization/treasury-and-trade,data.qld.gov.au,"1,155",747,00:02:03,68,100.00%,23.55%,A$0.00
/data-event/premiers-awards/events,data.qld.gov.au,"1,087",883,00:03:16,543,87.48%,74.98%,A$0.00
/dataset/2012-annual-property-valuation,data.qld.gov.au,"1,087",340,00:00:36,0,0.00%,0.00%,A$0.00
/dataset/acid-sulfate-soils-series,data.qld.gov.au,"1,087",475,00:00:26,340,20.00%,18.77%,A$0.00
/dataset/electricity-price-and-demand,data.qld.gov.au,"1,087",747,00:00:28,68,100.00%,12.51%,A$0.00
/dataset/register-of-need-adults-with-disability,data.qld.gov.au,"1,087",679,00:00:15,0,0.00%,6.26%,A$0.00
/group/historical,data.qld.gov.au,"1,087",883,00:00:28,68,0.00%,6.26%,A$0.00
/dataset/crime-locations-2000-present/resource/9929b28c-a0d2-4496-b06e-c7024676b298?inner_span=True,data.qld.gov.au,"1,019",679,00:00:39,0,0.00%,20.02%,A$0.00
/dataset/crime-locations-2000-present/resource/cf698f98-c57d-47ea-883f-b919aa8bb6eb,data.qld.gov.au,"1,019",883,00:00:27,0,0.00%,20.02%,A$0.00
/dataset/elective-surgery,data.qld.gov.au,"1,019",408,00:00:21,0,0.00%,0.00%,A$0.00
/dataset/land-for-public-recreation,data.qld.gov.au,"1,019",611,00:00:21,0,0.00%,0.00%,A$0.00
/dataset/school-disciplinary-absences,data.qld.gov.au,"1,019",543,00:03:29,136,50.00%,13.35%,A$0.00
/dataset/vegetation-management-act-series,data.qld.gov.au,"1,019",747,00:01:58,136,0.00%,20.02%,A$0.00
/dataset/visitor-statistics-data-qld-gov-au,data.qld.gov.au,"1,019",611,00:00:29,0,0.00%,6.67%,A$0.00
/group/natural-resources-and-mines,data.qld.gov.au,"1,019",747,00:01:02,136,0.00%,20.02%,A$0.00
/organization/transport-and-main-roads?page=2,data.qld.gov.au,"1,019",747,00:01:23,0,0.00%,33.37%,A$0.00
/dataset/cadastral-data-by-local-government-area-series,data.qld.gov.au,951,815,00:01:07,340,60.00%,49.95%,A$0.00
/dataset/projected-population-for-queensland,data.qld.gov.au,951,340,00:01:51,136,50.00%,21.45%,A$0.00
/dataset/queensland-government-air-wing-flights-by-activity,data.qld.gov.au,951,679,00:01:47,408,33.33%,21.45%,A$0.00
/dataset/wild-rivers-declared-areas-series,data.qld.gov.au,951,475,00:00:34,204,33.33%,21.45%,A$0.00
/dataset?q=,data.qld.gov.au,883,543,00:00:12,0,0.00%,0.00%,A$0.00
/dataset/agriculture-fisheries-and-forestry-office-locations,data.qld.gov.au,883,272,00:00:11,0,0.00%,0.00%,A$0.00
/dataset/air-quality-monitoring-2012,data.qld.gov.au,883,204,00:00:10,0,0.00%,15.40%,A$0.00
/dataset/british-convict-registers,data.qld.gov.au,883,679,00:00:18,0,0.00%,7.70%,A$0.00
/dataset/census-of-the-queensland-flora-2013/resource/e26b71cb-6cda-422a-b68d-aee19a87ed7a,data.qld.gov.au,883,815,00:08:00,272,75.00%,76.90%,A$0.00
/dataset/convict-register-chronological-1824-1839/resource/f8d23116-be63-473c-bc08-47f5e21ed363,data.qld.gov.au,883,611,00:11:15,0,0.00%,7.70%,A$0.00
/dataset/data-driven-test-dataset/resource/63ac3869-bd5a-41a2-b76d-8c995cd54aed,data.qld.gov.au,883,272,00:03:01,136,50.00%,23.10%,A$0.00
/dataset/queensland-borehole-series,data.qld.gov.au,883,475,00:00:47,204,0.00%,7.70%,A$0.00
/dataset/social-services-available-funding-and-expenditure-dccsds,data.qld.gov.au,883,543,00:00:05,0,0.00%,0.00%,A$0.00
/dataset/traffic-census-for-the-queensland-state-declared-road-network/resource/25b954aa-743f-4396-a0cd-29e4d9989096,data.qld.gov.au,883,679,00:02:14,0,0.00%,61.49%,A$0.00
/organization/aboriginal-and-torres-strait-islander-and-multicultural-affairs,data.qld.gov.au,883,340,00:02:16,0,0.00%,15.40%,A$0.00
/organization/local-government-community-recovery-and-resilience,data.qld.gov.au,883,611,00:01:26,0,0.00%,15.40%,A$0.00
/dataset?page=6,data.qld.gov.au,815,475,00:00:28,0,0.00%,0.00%,A$0.00
/dataset?q=housing,data.qld.gov.au,815,272,00:01:00,0,0.00%,8.34%,A$0.00
/dataset/crime-locations-2000-present/resource/0d11bf41-f1dd-40b4-93de-666a81fb65c7?inner_span=True,data.qld.gov.au,815,408,00:00:07,0,0.00%,8.34%,A$0.00
/dataset/dsitia-ict-dashboard,data.qld.gov.au,815,408,00:00:13,68,100.00%,8.34%,A$0.00
/dataset/emergency-departments,data.qld.gov.au,815,272,00:00:06,0,0.00%,8.34%,A$0.00
/dataset/grants-funding-paid-to-organisations/resource/cf5bdaf7-ff81-49fc-8a10-5b19ed44dc54,data.qld.gov.au,815,543,00:01:52,0,0.00%,25.03%,A$0.00
/dataset/queensland-globe/resource/68e6881d-9730-49ef-8319-c78c7def44fc,data.qld.gov.au,815,679,00:00:54,0,0.00%,58.28%,A$0.00
/dataset/social-housing-register/resource/c9f174a3-8a53-49d5-a583-52e6f7453078,data.qld.gov.au,815,679,00:02:08,68,0.00%,16.69%,A$0.00
/dataset/vehicle-registrations/resource/92ad2d4d-3f43-4638-af21-ba3adbed658e,data.qld.gov.au,815,611,00:01:00,68,100.00%,41.72%,A$0.00
/organization/science-information-technology-innovation-and-the-arts,data.qld.gov.au,815,475,00:00:14,0,0.00%,8.34%,A$0.00
/dataset/activity/crime-locations-2000-present,data.qld.gov.au,747,747,00:00:17,0,0.00%,27.31%,A$0.00
/dataset/biodiversity-status-of-pre-clearing-and-remnant-regional-ecosystems-series,data.qld.gov.au,747,611,00:00:39,408,16.67%,18.21%,A$0.00
/dataset/electricity-price-and-demand/resource/f1ed2fa8-1d5f-4500-b221-7517489b38f2,data.qld.gov.au,747,543,00:01:16,68,100.00%,27.31%,A$0.00
/dataset/general-transit-feed-specification-gtfs,data.qld.gov.au,747,543,00:01:16,272,25.00%,18.21%,A$0.00
/dataset/land-use-mapping-series/resource/182975eb-3180-46f4-9fb3-78a0ed7271b1,data.qld.gov.au,747,340,00:00:10,272,50.00%,36.41%,A$0.00
/dataset/projected-population-by-living-arrangement-and-area-in-queensland,data.qld.gov.au,747,204,00:02:24,68,0.00%,0.00%,A$0.00
/dataset/queensland-fire-and-rescue-current-bushfire-incidents,data.qld.gov.au,747,475,00:00:14,136,50.00%,36.41%,A$0.00
/group/finances,data.qld.gov.au,747,611,00:00:24,0,0.00%,9.10%,A$0.00
/group/geography,data.qld.gov.au,747,747,00:01:02,0,0.00%,9.10%,A$0.00
/organization/housing-and-public-works?page=2,data.qld.gov.au,747,340,00:02:29,0,0.00%,9.10%,A$0.00
/dataset?organization=transport-and-main-roads,data.qld.gov.au,679,543,00:00:24,0,0.00%,0.00%,A$0.00
/dataset?tags=maps+and+spatial+data,data.qld.gov.au,679,611,00:00:06,0,0.00%,20.03%,A$0.00
/dataset/2012-annual-property-valuation/resource/b88122a6-6cc3-4f1c-af5b-d1bb1c890351,data.qld.gov.au,679,68,00:00:30,0,0.00%,0.00%,A$0.00
/dataset/comparative-report-for-local-governments-2010-11,data.qld.gov.au,679,272,00:00:09,0,0.00%,0.00%,A$0.00
/dataset/digitised-maps,data.qld.gov.au,679,475,00:00:11,0,0.00%,10.01%,A$0.00
/dataset/driver-licences/resource/6f6220f5-b89c-4740-b7a8-21a336bf68e8,data.qld.gov.au,679,340,00:03:34,0,0.00%,0.00%,A$0.00
/dataset/dsitia-ict-dashboard/resource/ee7a4db3-a406-488a-91d2-bba446042f64,data.qld.gov.au,679,136,00:01:11,0,0.00%,20.03%,A$0.00
/dataset/grants-funding-paid-to-organisations/resource/4d8f4b85-eb06-4095-9a13-c3edb54da8f0,data.qld.gov.au,679,543,00:05:48,0,0.00%,40.06%,A$0.00
/dataset/http-www-dtesb-qld-gov-au-data-assets-excel-doc-0005-30965-webinar-summary-2011-12-dtesb-xlsx/resource/bc90736f-6433-4f3e-89f8-71390e923a57,data.qld.gov.au,679,136,00:01:08,0,0.00%,0.00%,A$0.00
/dataset/regional-ecosystem-description-database/resource/adb569fd-c660-40ad-a4ed-2b9c3eda7023,data.qld.gov.au,679,543,00:02:53,68,0.00%,50.07%,A$0.00
/dataset/satellite-positioning-reference-station-information-queensland,data.qld.gov.au,679,408,00:01:58,136,50.00%,20.03%,A$0.00
/dataset/state-controlled-roads-queensland,data.qld.gov.au,679,475,00:00:12,68,0.00%,10.01%,A$0.00
